tr|A0A0A2WD25|A0A0A2WD25_BEABA	tr|A0A0K6LV95|A0A0K6LV95_BACIU	tr|A0A0K6LV95|A0A0K6LV95_BACIU GTP pyrophosphokinase OS=Bacillus subtilis GN=relA PE=3 SV=1 Split=0 	0.0
tr|A0A1Q6EPE4|A0A1Q6EPE4_9BIFI	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	0.91
tr|A0A1Q6GUE5|A0A1Q6GUE5_9BACE	sp|Q39RR3|RS18_GEOMG	sp|Q39RR3|RS18_GEOMG 30S ribosomal protein S18 OS=Geobacter metallireducens (strain GS-15 / ATCC 53774 / DSM 7210) GN=rpsR PE=3 SV=1 Split=0 	0.84
tr|A0A1Q6MAF9|A0A1Q6MAF9_9CLOT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.28e-123
tr|A0A1Q6RKY7|A0A1Q6RKY7_9FIRM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.72e-124
tr|A0A1Q7DQ78|A0A1Q7DQ78_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.02e-105
tr|A0A1Q7EN21|A0A1Q7EN21_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.27e-138
tr|A0A1Q9JAI0|A0A1Q9JAI0_HELPX	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	9.43e-62
tr|A0A1Q9T2V8|A0A1Q9T2V8_9MICO	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.95e-113
tr|A0A1Q9VXQ7|A0A1Q9VXQ7_9CORY	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	9.20e-106
tr|A0A1Q9YI96|A0A1Q9YI96_9FIRM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.51e-155
tr|A0A1R0LME7|A0A1R0LME7_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.11e-93
tr|A0A1R0LME7|A0A1R0LME7_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.87e-24
tr|A0A1R1I6W0|A0A1R1I6W0_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.32e-114
tr|A0A1R1IR60|A0A1R1IR60_9CAUL	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.98e-122
tr|A0A1R1LLC0|A0A1R1LLC0_9MICC	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.58e-103
tr|A0A1R1YWZ1|A0A1R1YWZ1_9SPHN	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	8.64e-143
tr|A0A1R4G4E6|A0A1R4G4E6_BREDI	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	6.06e-123
tr|A0A1R4G4S5|A0A1R4G4S5_9ACTO	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3 ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain USA300) GN=recG PE=3 SV=1 Split=0 	1.54e-110
tr|A0A1R4J5F1|A0A1R4J5F1_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.67e-115
tr|A0A1S0YM10|A0A1S0YM10_9CORY	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.12e-120
tr|A0A1S1CEB2|A0A1S1CEB2_9MICC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.75e-115
tr|A0A1S1CPP1|A0A1S1CPP1_9MICC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.02e-115
tr|A0A1S1D481|A0A1S1D481_9MICC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.31e-112
tr|A0A1S1DB76|A0A1S1DB76_9MICC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.59e-115
tr|A0A1S1EVP2|A0A1S1EVP2_9CORY	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	1.59e-109
tr|A0A1S1R3H1|A0A1S1R3H1_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.54e-120
tr|A0A1S1T837|A0A1S1T837_9HYPH	tr|K4A8C3|K4A8C3_SETIT	tr|K4A8C3|K4A8C3_SETIT Uncharacterized protein OS=Setaria italica GN=Si035129m.g PE=3 SV=1 Split=0 	0.33
tr|A0A1S2MZE7|A0A1S2MZE7_9MICC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	8.18e-114
tr|A0A1S2Q774|A0A1S2Q774_9ACTN	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	8.08e-93
tr|A0A1S2Q774|A0A1S2Q774_9ACTN	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	7.16e-23
tr|A0A1S2W202|A0A1S2W202_BIFLN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	8.11e-64
tr|A0A1S2W202|A0A1S2W202_BIFLN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.87e-31
tr|A0A1S2W202|A0A1S2W202_BIFLN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.0
tr|A0A1S6EVE1|A0A1S6EVE1_9CAUL	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.59e-121
tr|A0A1S6FGT8|A0A1S6FGT8_9SPHN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	7.96e-145
tr|A0A1S8GR89|A0A1S8GR89_9PROT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.89e-128
tr|A0A1T0A9C1|A0A1T0A9C1_GLAPU	tr|A0A0H3HK17|A0A0H3HK17_BURP2	tr|A0A0H3HK17|A0A0H3HK17_BURP2 Argininosuccinate synthase OS=Burkholderia pseudomallei (strain 1026b) GN=argG PE=3 SV=1 Split=0 	1.7
tr|A0A1T0AZY7|A0A1T0AZY7_9PAST	tr|Q92ZP3|Q92ZP3_RHIME	tr|Q92ZP3|Q92ZP3_RHIME FixT2 anti-kinase protein OS=Rhizobium meliloti (strain 1021) GN=fixT2 PE=4 SV=1 Split=0 	0.045
tr|A0A1T1BGC1|A0A1T1BGC1_9DEIO	tr|H3BQK9|H3BQK9_HUMAN	tr|H3BQK9|H3BQK9_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=1 Split=0 	0.091
tr|A0A1T4JTE1|A0A1T4JTE1_9FIRM	tr|A0A0N9SHI2|A0A0N9SHI2_HHV8	tr|A0A0N9SHI2|A0A0N9SHI2_HHV8 ORF64 OS=Human herpesvirus 8 GN=ORF64 PE=4 SV=1 Split=0 	0.18
tr|A0A1T4KUU4|A0A1T4KUU4_9BACT	sp|B5ED84|SYGB_GEOBB	sp|B5ED84|SYGB_GEOBB Glycine--tRNA ligase beta subunit OS=Geobacter bemidjiensis (strain Bem / ATCC BAA-1014 / DSM 16622) GN=glyS PE=3 SV=1 Split=0 	2.0
tr|A0A1T4LPF3|A0A1T4LPF3_9FIRM	tr|A0A061GEG5|A0A061GEG5_THECC	tr|A0A061GEG5|A0A061GEG5_THECC Ubiquitin-conjugating enzyme E2 24, putative isoform 1 OS=Theobroma cacao GN=TCM_029870 PE=4 SV=1 Split=0 	0.56
tr|A0A1T4LQT6|A0A1T4LQT6_9BACT	tr|A0A0D9S275|A0A0D9S275_CHLSB	tr|A0A0D9S275|A0A0D9S275_CHLSB Uncharacterized protein (Fragment) OS=Chlorocebus sabaeus GN=IGFL4 PE=4 SV=1 Split=0 	0.23
tr|A0A1T4LSF3|A0A1T4LSF3_9PORP	tr|A0A0P9NI95|A0A0P9NI95_9PSED	tr|A0A0P9NI95|A0A0P9NI95_9PSED Peptide chain release factor 1 OS=Pseudomonas syringae pv. berberidis GN=prfA PE=3 SV=1 Split=0 	0.35
tr|A0A1T4LTC8|A0A1T4LTC8_9SPIR	tr|K7K854|K7K854_SOYBN	tr|K7K854|K7K854_SOYBN Uncharacterized protein OS=Glycine max PE=3 SV=1 Split=0 	0.81
tr|A0A1T4LTK1|A0A1T4LTK1_9BACT	sp|Q9FKA0|NAC92_ARATH	sp|Q9FKA0|NAC92_ARATH NAC domain-containing protein 92 OS=Arabidopsis thaliana GN=NAC92 PE=1 SV=1 Split=0 	0.83
tr|A0A1T4MEZ0|A0A1T4MEZ0_9FIRM	tr|A0A0D9Z3Y6|A0A0D9Z3Y6_9ORYZ	tr|A0A0D9Z3Y6|A0A0D9Z3Y6_9ORYZ Uncharacterized protein OS=Oryza glumipatula PE=4 SV=1 Split=0 	1.2
tr|A0A1T4MHI8|A0A1T4MHI8_PORCN	tr|A0A0J8EFL6|A0A0J8EFL6_BETVU	tr|A0A0J8EFL6|A0A0J8EFL6_BETVU Uncharacterized protein OS=Beta vulgaris subsp. vulgaris GN=BVRB_9g210680 PE=4 SV=1 Split=0 	2.3
tr|A0A1T4MI74|A0A1T4MI74_PORCN	tr|A0A061AL89|A0A061AL89_CAEEL	tr|A0A061AL89|A0A061AL89_CAEEL Uncharacterized protein OS=Caenorhabditis elegans GN=CELE_R11A8.7 PE=1 SV=1 Split=0 	0.67
tr|A0A1T4MJQ1|A0A1T4MJQ1_9LACT	tr|A0A0V0IBI9|A0A0V0IBI9_SOLCH	tr|A0A0V0IBI9|A0A0V0IBI9_SOLCH Putative mitogen-activated protein kinase kinase kinase NPK1-like (Fragment) OS=Solanum chacoense PE=3 SV=1 Split=0 	3.0
tr|A0A1T4MSE4|A0A1T4MSE4_PORCN	sp|O83098|Y059_TREPA	sp|O83098|Y059_TREPA Uncharacterized protein TP_0059 OS=Treponema pallidum (strain Nichols) GN=TP_0059 PE=3 SV=1 Split=0 	0.40
tr|A0A1T4N2H4|A0A1T4N2H4_PORCN	tr|F4B818|F4B818_ACIHW	tr|F4B818|F4B818_ACIHW Transcription factor E OS=Acidianus hospitalis (strain W1) GN=tfe PE=3 SV=1 Split=0 	1.8
tr|A0A1T4P1V6|A0A1T4P1V6_9BACT	sp|Q6BXQ6|UTP10_DEBHA	sp|Q6BXQ6|UTP10_DEBHA U3 small nucleolar RNA-associated protein 10 OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) GN=UTP10 PE=3 SV=2 Split=0 	2.2
tr|A0A1T4SPZ0|A0A1T4SPZ0_9BACT	tr|A0A0K8R0E5|A0A0K8R0E5_9BACT	tr|A0A0K8R0E5|A0A0K8R0E5_9BACT Threonine--tRNA ligase OS=Bacteroidales bacterium 6E GN=thrS PE=3 SV=1 Split=0 	0.025
tr|A0A1T4VDA4|A0A1T4VDA4_9FIRM	sp|Q0SFW6|METN2_RHOJR	sp|Q0SFW6|METN2_RHOJR Methionine import ATP-binding protein MetN 2 OS=Rhodococcus jostii (strain RHA1) GN=metN2 PE=3 SV=1 Split=0 	0.25
tr|A0A1T4VP05|A0A1T4VP05_9GAMM	tr|A0A117MB20|A0A117MB20_9BACT	tr|A0A117MB20|A0A117MB20_9BACT Pseudouridine-5'-phosphate glycosidase OS=Thermotogales bacterium 46_20 GN=psuG PE=3 SV=1 Split=0 	0.24
tr|A0A1T4VVV3|A0A1T4VVV3_9FIRM	tr|C9VCG1|C9VCG1_BRUNE	tr|C9VCG1|C9VCG1_BRUNE PAS/PAC sensor signal transduction histidine kinase OS=Brucella neotomae 5K33 GN=BANG_01849 PE=4 SV=1 Split=0 	1.2
tr|A0A1T4VVX0|A0A1T4VVX0_9GAMM	tr|A0A024WTL6|A0A024WTL6_PLAFA	tr|A0A024WTL6|A0A024WTL6_PLAFA Dynein heavy chain-like protein OS=Plasmodium falciparum MaliPS096_E11 GN=PFMALIP_01923 PE=4 SV=1 Split=0 	0.53
tr|A0A1T4X6S9|A0A1T4X6S9_9BACT	tr|A0A100HGR8|A0A100HGR8_9DEIO	tr|A0A100HGR8|A0A100HGR8_9DEIO Orotate phosphoribosyltransferase OS=Deinococcus grandis GN=pyrE PE=3 SV=1 Split=0 	0.46
tr|A0A1T4XFM3|A0A1T4XFM3_9GAMM	tr|D7H7U5|D7H7U5_VIBCL	tr|D7H7U5|D7H7U5_VIBCL Phosphate acetyltransferase OS=Vibrio cholerae RC385 GN=VCRC385_00745 PE=3 SV=1 Split=0 	1.6
tr|A0A1T4YNS0|A0A1T4YNS0_9ACTN	tr|A0A076LF71|A0A076LF71_9EURY	tr|A0A076LF71|A0A076LF71_9EURY GCN5-related N-acetyltransferase OS=Methanocaldococcus bathoardescens GN=JH146_0633 PE=4 SV=1 Split=0 	0.11
tr|A0A1T5AJM0|A0A1T5AJM0_9FIRM	tr|R0G331|R0G331_9BRAS	tr|R0G331|R0G331_9BRAS Uncharacterized protein OS=Capsella rubella GN=CARUB_v10012964mg PE=4 SV=1 Split=0 	2.3
tr|A0A1T5AN00|A0A1T5AN00_9BACT	tr|D3BGC6|D3BGC6_POLPA	tr|D3BGC6|D3BGC6_POLPA RasGTPase-activating protein OS=Polysphondylium pallidum GN=rgaA PE=4 SV=1 Split=0 	0.12
tr|A0A1T5AXA6|A0A1T5AXA6_9FIRM	tr|A0A059AEQ3|A0A059AEQ3_EUCGR	tr|A0A059AEQ3|A0A059AEQ3_EUCGR Alkyl transferase OS=Eucalyptus grandis GN=EUGRSUZ_J01915 PE=3 SV=1 Split=0 	0.45
tr|A0A1T5CR86|A0A1T5CR86_9SPHN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.25e-133
tr|A0A1T5D1D0|A0A1T5D1D0_9GAMM	tr|R9R6N0|R9R6N0_SOLPI	tr|R9R6N0|R9R6N0_SOLPI Terpene synthase 18 OS=Solanum pimpinellifolium PE=3 SV=1 Split=0 	0.13
tr|A0A1T5ELP8|A0A1T5ELP8_9MICC	tr|B4K6Z6|B4K6Z6_DROMO	tr|B4K6Z6|B4K6Z6_DROMO Uncharacterized protein, isoform A OS=Drosophila mojavensis GN=Dmoj\GI22868 PE=4 SV=1 Split=0 	3.2
tr|A0A1T5FFU0|A0A1T5FFU0_9SPHI	tr|A0A0N4W0Y4|A0A0N4W0Y4_HAEPC	tr|A0A0N4W0Y4|A0A0N4W0Y4_HAEPC Uncharacterized protein OS=Haemonchus placei PE=4 SV=1 Split=0 	8.6
tr|A0A1T5FS87|A0A1T5FS87_9SPHI	tr|F2ZAE8|F2ZAE8_PTEAB	tr|F2ZAE8|F2ZAE8_PTEAB Patoxin-a subunit OS=Pterois antennata GN=PaTx-a PE=2 SV=1 Split=0 	4.3
tr|A0A1T5G7V4|A0A1T5G7V4_9SPHN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.15e-147
tr|A0A1T5GNI4|A0A1T5GNI4_9FIRM	tr|A0A061GEG5|A0A061GEG5_THECC	tr|A0A061GEG5|A0A061GEG5_THECC Ubiquitin-conjugating enzyme E2 24, putative isoform 1 OS=Theobroma cacao GN=TCM_029870 PE=4 SV=1 Split=0 	0.84
tr|A0A1T5H0N4|A0A1T5H0N4_9BACT	tr|B4HK80|B4HK80_DROSE	tr|B4HK80|B4HK80_DROSE GM25667 OS=Drosophila sechellia GN=Dsec\GM25667 PE=4 SV=1 Split=0 	0.72
tr|A0A1T5HUF5|A0A1T5HUF5_9BACT	tr|Q6WP55|Q6WP55_MYCML	tr|Q6WP55|Q6WP55_MYCML Chromosomal replication initiator protein DnaA OS=Mycoplasma mycoides subsp. mycoides LC GN=dnaA PE=3 SV=1 Split=0 	3.3
tr|A0A1T5KA96|A0A1T5KA96_9BACT	tr|A0A0E2ZNX9|A0A0E2ZNX9_FRATU	tr|A0A0E2ZNX9|A0A0E2ZNX9_FRATU Alanine racemase OS=Francisella tularensis GN=alr PE=3 SV=1 Split=0 	0.036
tr|A0A1T5LB01|A0A1T5LB01_9MICO	tr|B3P133|B3P133_DROER	tr|B3P133|B3P133_DROER GG17009 OS=Drosophila erecta GN=Dere\GG17009 PE=3 SV=1 Split=0 	0.88
tr|A0A1U6IAB0|A0A1U6IAB0_9MICC	tr|C5J6W2|C5J6W2_MYCCR	tr|C5J6W2|C5J6W2_MYCCR Thioredoxin reductase OS=Mycoplasma conjunctivae (strain ATCC 25834 / HRC/581 / NCTC 10147) GN=trxB PE=4 SV=1 Split=0 	4.3
tr|A0A1U7DFF4|A0A1U7DFF4_9RHOB	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	1.46e-147
tr|A0A1U7NMN9|A0A1U7NMN9_9FIRM	tr|A0A0V9V962|A0A0V9V962_STAEP	tr|A0A0V9V962|A0A0V9V962_STAEP ATP-dependent DNA helicase RecG OS=Staphylococcus epidermidis GN=recG PE=3 SV=1 Split=0 	1.56e-164
tr|A0A1U7PZG9|A0A1U7PZG9_9FLAO	tr|A8WQR6|A8WQR6_CAEBR	tr|A8WQR6|A8WQR6_CAEBR Protein CBR-CED-3 OS=Caenorhabditis briggsae GN=ced-3 PE=3 SV=2 Split=0 	6.0
tr|A0A1U9LCP5|A0A1U9LCP5_9PROT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	9.30e-127
tr|A0A1V0TXH8|A0A1V0TXH8_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.23e-92
tr|A0A1V0TXH8|A0A1V0TXH8_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.47e-26
tr|A0A1V1NX92|A0A1V1NX92_9BACT	tr|B5BPZ6|B5BPZ6_ARAHH	tr|B5BPZ6|B5BPZ6_ARAHH Homeodomain-containing transcription factor FWA OS=Arabidopsis halleri subsp. halleri GN=FWA PE=4 SV=1 Split=0 	1.5
tr|A0A1V1NXR0|A0A1V1NXR0_9BACT	tr|A0A088CQ59|A0A088CQ59_9CAUD	tr|A0A088CQ59|A0A088CQ59_9CAUD Eag protein OS=Enterobacteria phage Sf101 GN=Sf101_0020 PE=4 SV=1 Split=0 	3.8
tr|A0A1V1NZ21|A0A1V1NZ21_9BACT	tr|H8K566|H8K566_RICAG	tr|H8K566|H8K566_RICAG Uncharacterized protein OS=Rickettsia amblyommii (strain GAT-30V) GN=MCE_03660 PE=4 SV=1 Split=0 	5.9
tr|A0A1V1P016|A0A1V1P016_9BACT	tr|A0A0B1TAD4|A0A0B1TAD4_OESDE	tr|A0A0B1TAD4|A0A0B1TAD4_OESDE Protein, SNF2 family OS=Oesophagostomum dentatum GN=OESDEN_05890 PE=4 SV=1 Split=0 	2.2
tr|A0A1V1P0N5|A0A1V1P0N5_9BACT	tr|H7XCD4|H7XCD4_CAMJU	tr|H7XCD4|H7XCD4_CAMJU DNA-directed RNA polymerase subunit beta OS=Campylobacter jejuni subsp. jejuni LMG 23216 GN=rpoB PE=3 SV=1 Split=0 	0.58
tr|A0A1V1P0Z2|A0A1V1P0Z2_9BACT	tr|U6EBL7|U6EBL7_9EURY	tr|U6EBL7|U6EBL7_9EURY Ribosomal RNA large subunit methyltransferase E OS=Methanobacterium sp. MB1 GN=rlmE PE=3 SV=1 Split=0 	6.6
tr|A0A1V1P1B9|A0A1V1P1B9_9BACT	tr|A0A0F3QIL8|A0A0F3QIL8_RICBE	tr|A0A0F3QIL8|A0A0F3QIL8_RICBE Lipid-A-disaccharide synthase OS=Rickettsia bellii str. RML Mogi GN=lpxB PE=3 SV=1 Split=0 	5.8
tr|A0A1V1P4E2|A0A1V1P4E2_9BACT	tr|A0A0F3NKL6|A0A0F3NKL6_ANAPH	tr|A0A0F3NKL6|A0A0F3NKL6_ANAPH DNA ligase OS=Anaplasma phagocytophilum str. NCH-1 GN=ligA PE=3 SV=1 Split=0 	3.4
tr|A0A1V1PAI6|A0A1V1PAI6_9BACT	tr|A0A0K6MYW8|A0A0K6MYW8_BACIU	tr|A0A0K6MYW8|A0A0K6MYW8_BACIU Pyruvate carboxylase OS=Bacillus subtilis GN=cfiB_1 PE=4 SV=1 Split=0 	1.1
tr|A0A1V1PBT9|A0A1V1PBT9_9BACT	tr|A0DA34|A0DA34_PARTE	tr|A0DA34|A0DA34_PARTE Serine/threonine-protein kinase PLK OS=Paramecium tetraurelia GN=GSPATT00039351001 PE=3 SV=1 Split=0 	2.4
tr|A0A1V1PI93|A0A1V1PI93_9BACT	tr|A0A0D2REE9|A0A0D2REE9_GOSRA	tr|A0A0D2REE9|A0A0D2REE9_GOSRA Uncharacterized protein OS=Gossypium raimondii GN=B456_003G004000 PE=4 SV=1 Split=0 	1.8
tr|A0A1V1PIJ4|A0A1V1PIJ4_9BACT	tr|A0A0K6LI06|A0A0K6LI06_BACIU	tr|A0A0K6LI06|A0A0K6LI06_BACIU Putative glycosyltransferase EpsJ OS=Bacillus subtilis GN=epsJ PE=4 SV=1 Split=0 	2.5
tr|A0A1V1PS97|A0A1V1PS97_9PROT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.33e-134
tr|A0A1V2H6Y2|A0A1V2H6Y2_9PROT	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3 ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain USA300) GN=recG PE=3 SV=1 Split=0 	1.91e-110
tr|A0A1V2IDE4|A0A1V2IDE4_9ACTN	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	6.49e-120
tr|A0A1V3AMN4|A0A1V3AMN4_HELPX	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.98e-58
